公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,全栈测试开发工程师,3-5年,本科,25k-50k,"大牛云集,核心部门,各种福利"
深圳天宏迅联科技发展有限公司,天宏迅联,50-150人,不需要融资,海淀区,图像处理算法工程师(OpenCV方向),1-3年,本科,10k-20k,"大咖云集,前沿技术,福利多多,产品前景广"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,朝阳区,【高级运维开发工程师】,3-5年,本科,25k-50k,"Geek,核心岗位,六险一金,海外旅游"
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,web前端开发工程师,3-5年,本科,15k-30k,"优秀团队,每月饭补,免费班车,公司食堂"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,运维开发工程师,不限,本科,20k-40k,"大公司,大平台,发展机会多,空间大"
北京领创智信科技有限公司,北京领创智信科技有限公司,500-2000人,B轮,朝阳区,前端工程师,1-3年,本科,15k-25k,"期权激励,弹性工作,带薪年假,扁平管理"
云势天下（北京）软件有限公司,云势软件,50-150人,A轮,朝阳区,运维开发工程师,3-5年,本科,14k-21k,六险一金
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,算法工程师（北京）,不限,本科,30k-60k,"16薪,带薪年假,五险一金,弹性工作"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,资深前端开发工程师,3-5年,本科,25K-50K,"平台大,业务新,期权激励,牛人多"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,Java高级工程师,3-5年,本科,25k-50k,"千万级流量,扁平化管理,技术分享,团队合作"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端开发工程师,3-5年,本科,15k-30k,氛围宽松、薪资优厚、六险一金、一日三餐
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,智能云技术三部_云与人工智能运维研发工程师,不限,本科,15k-30k,"平台大,机会多"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,CDN调度研发工程师,3-5年,本科,15k-30k,"六险一金,CDN调度,团队氛围佳"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,高级数据开发工程师,5-10年,本科,20k-40k,架构经验
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,【CyberMiles】后端开发工程师,1-3年,本科,15k-30k,"前沿技术,技术导向,六险一金,福利丰厚"
北京小川在线网络技术有限公司,最右,150-500人,B轮,海淀区,高级Linux工程师,3-5年,本科,25k-40k,"五险一金,年底双薪,高薪高股,大牛云集"
北京稳稳融管理顾问有限公司,预见资本,15-50人,A轮,海淀区,算法工程师,1-3年,硕士,20k-40k,"大牛云集,短视频,风口,地铁周边"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,JAVA高级工程师(直连),5-10年,本科,20k-40k,"千万级流量,扁平化管理,技术分享,团队合作"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,java开发工程师（北京）,3-5年,本科,25k-40k,"16薪,五险一金,带薪年假,弹性工作制"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,JAVA数据开发工程师,3-5年,硕士,20k-40k,"技术大牛集,股票期权,氛围融洽,福利多多"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,定位算法工程师,应届毕业生,硕士,15k-30k,"核心岗位,竞争力薪酬,行业前景好"
北京合思信息技术有限公司,易快报,150-500人,B轮,海淀区,前端开发工程师-TMC,3-5年,本科,18k-25k,"前景好,成长快,老板好,无天花板"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,分布式编译系统高级研发工程师,3-5年,本科,15k-30k,"BAT,管理规范,福利多,大平台"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,k8s开发工程师,3-5年,本科,20k-30k,"六险一金,带薪年假,午餐补助,加班少"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,高级Java工程师,3-5年,本科,20k-30k,"年终奖,下午茶,餐补"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深算法工程师,5-10年,本科,30k-60k,"技术挑战,大数据,高成长,发展空间"
北京百家互联科技有限公司,跟谁学,500-2000人,A轮,海淀区,推荐算法研发工程师,1-3年,本科,10k-20k,"公司食堂,提供宿舍,带薪年假,六险一金"
北京自如友家资产管理有限公司,自如网,2000人以上,A轮,朝阳区,高级测试工程师,3-5年,本科,15k-30k,六险一金，晋升空间大
海马云（天津）信息技术有限公司,海马云,150-500人,C轮,朝阳区,业务监控和数据分析工程师,3-5年,本科,15k-25k,"技术大牛,团队氛围,年终奖金,晋升平台"
畅捷通信息技术股份有限公司,畅捷通,500-2000人,上市公司,海淀区,DBA工程师,1-3年,本科,25k-35k,"五险一金,周末双休,免费班车,餐饮补助"
北京推想科技有限公司,推想科技,150-500人,B轮,朝阳区,接口开发工程师 (MJ000203),3-5年,本科,15k-25k,"人工智能,五险一金,试用期全薪,饭补"
北京影谱科技股份有限公司,影谱科技,50-150人,上市公司,东城区,高级C++开发工程师,5-10年,本科,25k-35k,"中科院合作,上市公司,技术极客,福利好"
致美生活（北京）科技有限公司,Plum,50-150人,B轮,朝阳区,推荐算法高级研发工程师,3-5年,本科,20k-40k,"团队大牛,核心岗位,顶配资源,氛围轻松"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,高级自然语言处理工程师,3-5年,硕士,30k-60k,work with talents
北京链商电子商务有限公司,链商,150-500人,B轮,海淀区,JAVA研发工程师,3-5年,本科,14k-22k,"五险一金,周末双休,扁平化管理,奖金激励"
北京雪球信息科技有限公司,雪球,150-500人,D轮及以上,朝阳区,高级Java开发工程师-社区,3-5年,本科,20k-30k,"六险一金,免费午餐,扁平管理,成长空间大"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,算法工程师,1-3年,本科,25k-45k,比Google 和 Siri 还牛的研发团队
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,高级JAVA开发,5-10年,本科,20k-40k,"年假,六险一金,领导好,平台大"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,c++地图引擎研发工程师,5-10年,不限,28k-50k,核心
中科天玑数据科技股份有限公司,中科天玑,150-500人,B轮,海淀区,大数据开发工程师,3-5年,本科,15k-25k,"待遇优厚,福利多多,人性化管理,平台好"
北京火币天下网络技术有限公司,火币网,150-500人,A轮,海淀区,资深/高级运维开发工程师,3-5年,本科,15k-30k,"福利丰厚,团队技术硬,数字资产"
上海投中信息咨询股份有限公司北京办事处,投中信息,150-500人,D轮及以上,东城区,测试开发工程师,3-5年,本科,20k-35k,"行业领先,六险一金,多种福利,领导好"
青松智慧（北京）科技有限公司,青松,15-50人,B轮,海淀区,算法工程师,3-5年,本科,30k-60k,"五险一金,股票期权,季度旅游,福利多多"
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,【5Miles】机器学习研发工程师,3-5年,本科,15k-30k,浓厚的技术氛围，良好的发展前景
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,java高级开发工程师,5-10年,本科,20k-40k,广告技术，亿级高并发系统，引擎，大数据
北京因果树网络科技有限公司,InnoTREE,50-150人,B轮,海淀区,数据开发工程师,1-3年,本科,20k-35k,"股票期权,16薪,成长空间"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,【2019校招】IOT助理开发工程师,应届毕业生,本科,10k-16k,"团队氛围好,领导好,各项补贴"
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,全栈研发工程师,应届毕业生,本科,25k-50k,"人工智能,自动驾驶,风口行业"
北京学橙归来教育科技有限公司,橙啦教育,150-500人,A轮,海淀区,web前端开发工程师,3-5年,本科,18k-25k,"六险一金,弹性工作,14薪,氛围好"
融慧金科金融服务外包（北京）有限公司,融慧金科,50-150人,A轮,朝阳区,高级JAVA研发工程师,3-5年,本科,25k-50k,"带薪年假,五险一金,地铁周边,年终奖"
北京瓴岳信息技术有限公司,洋钱罐,150-500人,不需要融资,朝阳区,算法工程师,1-3年,硕士,15k-30k,"技术大牛多,年底旅游,弹性工作,下午茶"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,Go研发工程师,1-3年,本科,18k-35k,优秀的团队
北京蜂睿信息科技有限公司,蜂睿信息,15-50人,未融资,朝阳区,高级web工程师,3-5年,本科,18k-30k,"项目奖金,带薪年假,节日福利"
迪原创新（北京）科技有限公司南京分公司,Dilato,150-500人,未融资,海淀区,全栈开发工程师-Javaweb工程师,3-5年,本科,13k-20k,"全栈技术,扁平管理,氛围轻松,技术火花"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,IDG-资深C++工程师,5-10年,硕士,30k-50k,"最核心,最前沿"
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,海淀区,前端开发工程师,3-5年,大专,10k-16k,"薪资待遇佳,发展空间广"
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,数据挖掘开发工程师,3-5年,本科,20k-40k,百度T11创业公司，技术氛围浓厚
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,JAVA开发,3-5年,本科,20k-30k,"五险一金,年终奖,季度奖金,年假"
网联清算有限公司,网联,150-500人,不需要融资,西城区,算法工程师,3-5年,本科,25k-50k,"扁平化,平台大,多晋升通道,高福利"
北京容联易通信息技术有限公司,容联云通讯,500-2000人,C轮,朝阳区,Go/Golang开发工程师,3-5年,本科,15k-25k,"优质团队,潜力平台"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,高级测试开发工程师,3-5年,本科,20k-30k,"发展空间大,团队氛围好"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,云计算核心研发工程师（私有云）,1年以下,本科,15k-30k,"大平台,高福利,机会多,发展空间大"
北京每日优鲜便利购电子商务有限公司,每日优鲜便利购,2000人以上,B轮,朝阳区,运维开发工程师,3-5年,本科,15k-30k,"六险一金,绩效奖金,牛人团队,领导优秀"
北京社区半径信息技术有限公司,北京社区半径信息技术有限公司,150-500人,不需要融资,海淀区,资深Java开发-物联网方向,5-10年,本科,20k-30k,领导好+团队氛围好+成长空间大
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,Java开发工程师（分销）,3-5年,本科,18k-25k,"核心业务,晋升空间,优秀团队"
北京信链科技有限公司,信链科技,150-500人,A轮,朝阳区,DBA工程师,3-5年,本科,15k-30k,"技术氛围浓,领导nic"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,运维开发工程师,不限,本科,20k-40k,"大公司,大平台,空间大,机会多"
北京比特智盈科技有限公司,比特智盈,15-50人,天使轮,东城区,数据仓库开发工程师,3-5年,大专,10k-20k,"区块链领域,团队氛围佳,福利健全,快速成长"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,高性能计算工程师,不限,本科,30k-50k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,高级测试开发工程师,3-5年,本科,20k-40k,"六险一金,弹性办公,租房补贴,弹性办公"
北京纯粹旅行有限公司,皇包车,150-500人,C轮,朝阳区,高级运维开发工程师,3-5年,本科,15k-30k,"巨大空间,技术专业,扁平管理,福利丰厚"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,算法工程师,3-5年,本科,20k-40k,公积金全额，带薪年假，节日福利，飞速发展
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,大数据研发工程师（数据仓库ETL方向),3-5年,本科,20k-30k,"晋升快,成长快"
北京光宇在线科技有限责任公司,光宇游戏,2000人以上,上市公司,海淀区,linux高级工程师,3-5年,大专,15k-20k,七险一金 年底双薪 餐补 绩效奖金
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,资深运维开发工程师（CDN）,3-5年,本科,18k-35k,12天带薪年假 大平台
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,运维开发工程师,不限,不限,12k-24k,"14薪,带薪福利假,期权激励"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,运维开发工程师,不限,本科,20k-40k,"大公司,大平台,机会多,空间大"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,Java高级工程师,3-5年,本科,25k-50k,"千万级流量,扁平化管理,技术分享,团队合作"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,高级前端工程师/专家,3-5年,本科,20k-30k,"发展空间大,公司规模大"
九一金融信息服务（北京）有限公司,91科技集团,150-500人,C轮,西城区,运维开发工程师,3-5年,本科,15k-20k,"五险一金,员工体检,餐补,交补"
北京快乐分享科技有限公司,快乐分享,50-150人,天使轮,朝阳区,前端高级研发工程师,5-10年,大专,15k-30k,"期权激励,工作氛围好,晋升空间大,管理人性化"
北京小熊博望科技有限公司,小熊博望,150-500人,不需要融资,海淀区,技术支持工程师,1-3年,本科,10k-20k,"丰厚奖金,发展快,空间大"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,c++开发,1-3年,大专,7k-10k,证券行业
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,算法工程师,3-5年,本科,30k-50k,"年终多薪,团队氛围好,六险一金,发展空间大"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,数据库平台研发工程师,不限,本科,20k-40k,"平台大,薪资待遇好,福利好"
智车优行科技（北京）有限公司,奇点汽车,150-500人,C轮,朝阳区,双目视觉研发工程师,不限,硕士,15k-30k,智能驾驶是汽车行业的未来
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,NOC Engineer-Linux,1-3年,本科,10k-20k,"硅谷文化,技术导向,股票期权,美资互联网"
杭州绿湾网络科技有限公司,绿湾,150-500人,B轮,海淀区,服务器端/大数据研发工程师,应届毕业生,本科,15k-25k,"学习分享,薪酬福利,晋升空间,行业热度"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,大数据开发工程师,3-5年,本科,15k-25k,"福利好,氛围好,老大好"
武汉昱然智能科技有限公司,昱然智能,15-50人,未融资,海淀区,自动化开发运维工程师,3-5年,本科,15k-25k,五险一金
北京创新工场旷视国际人工智能技术研究院有限公司,创新工场AI工程院,150-500人,未融资,海淀区,后端开发工程师,3-5年,本科,15k-30k,"发展空间大,技术前沿,综合提升,资源广泛"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,算法工程师,3-5年,本科,30k-50k,"年终多薪,团队氛围好,六险一金,发展空间大"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,云计算平台研发工程师,3-5年,本科,15k-30k,"公有云,团队技术好"
北京创新工场旷视国际人工智能技术研究院有限公司,创新工场AI工程院,150-500人,未融资,海淀区,后端开发工程师,3-5年,本科,15k-30k,"发展空间大,技术前沿,综合提升,资源广泛"
北京庖丁科技有限公司,庖丁科技,50-150人,A轮,朝阳区,AI算法工程师,5-10年,本科,40k-80k,"自助午餐,氛围轻松,弹性工作,五险一金"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端开发工程师,1-3年,本科,18k-36k,"弹性工时,一日三餐"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,Java高级工程师-供应链,5-10年,本科,27k-35k,大企业
杭州云脑科技有限公司,云脑科技,50-150人,A轮,朝阳区,前端,3-5年,本科,15k-30k,"五险一金,团队旅游,零食饮料,午餐"
北京小熊博望科技有限公司,小熊博望,150-500人,不需要融资,海淀区,Java研发工程师,3-5年,本科,20k-35k,"年终奖丰厚,办公环境好,高速成长"
浙江天猫技术有限公司,天猫,2000人以上,上市公司,朝阳区,资深数据挖掘/算法工程师-客户运营,1-3年,硕士,20k-40k,"无限空间,福利薪酬,大平台培养,氛围舒服"
北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,不需要融资,东城区,高级运维开发工程师,3-5年,大专,15k-30k,"地铁周边,六险一金,弹性工作"
北京创源微致软件有限公司,创源微致,500-2000人,不需要融资,海淀区,资深平台开发，架构工程师,5-10年,本科,20k-40k,"发展前景,丰厚年终奖,五险一金,良好氛围"
北京每日优鲜便利购电子商务有限公司,每日优鲜便利购,2000人以上,B轮,朝阳区,测试开发工程师,3-5年,本科,20k-30k,"六险一金,节日福利,年终多薪,绩效奖金"
北京声智科技有限公司,声智科技,50-150人,A轮,海淀区,高级Java开发工程师,3-5年,本科,25k-35k,"人工智能,行业TOP,实力团队,福利多多"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,测试开发工程师,1-3年,本科,15k-25k,七险一金；免费三餐；住房补贴；带薪病假
北京远鉴科技有限公司,远鉴科技,50-150人,D轮及以上,海淀区,C开发工程师,3-5年,本科,18k-25k,"技术大牛,AI领域,创新优势,团队和谐"
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,算法工程师,不限,硕士,12k-24k,"发展潜力大,团队优秀,加班少"
九一金融信息服务（北京）有限公司,91科技集团,150-500人,C轮,西城区,中级测试开发工程师,1-3年,本科,15k-20k,"五险一金,餐补,交补,团建"
深圳追一科技有限公司,追一科技,150-500人,B轮,朝阳区,C++开发（北京）,1-3年,本科,12k-24k,"AI风口,上升空间"
北京周同科技有限公司,周同科技,50-150人,A轮,朝阳区,系统工程师,3-5年,本科,15k-30k,"Linux,MySQL"
环球时报在线（北京）文化传播有限公司,环球网,150-500人,不需要融资,朝阳区,Golang 开发工程师,不限,本科,15k-30k,"发展空间大,不加班,技术氛围好"
精硕科技（北京）股份有限公司,AdMaster,500-2000人,不需要融资,海淀区,大数据开发工程师-北京校招,应届毕业生,本科,5k-8k,"平台稳定,优秀团队,氛围轻松,爱心假日"
北京太合音乐文化发展有限公司,太合音乐（百度音乐）,500-2000人,不需要融资,朝阳区,PHP高级开发工程师,3-5年,不限,15k-30k,"牛人多,平台大,福利好,发展大"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,大数据开发工程师,3-5年,本科,20k-35k,"年终奖,下午茶,餐补"
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,高级测试开发工程师,3-5年,本科,20k-40k,"14薪,五险一金,不打卡,技能培训"
北京多牛互动传媒股份有限公司,多牛传媒,150-500人,上市公司,海淀区,Node.js工程师,1-3年,本科,10k-20k,"五险一金,周末双休"
北京长亭科技有限公司,长亭科技,150-500人,B轮,海淀区,后端开发工程师,不限,本科,15k-30k,"带薪年假,工作餐,无限零食,年底多薪"
用友网络科技股份有限公司,用友,2000人以上,上市公司,海淀区,云计算运维开发工程师,5-10年,本科,20k-30k,"私有云,分布式存储,规模大,团队氛围好"
透彻影像(北京)科技有限公司,透彻影像,15-50人,A轮,海淀区,高级后端工程师,5-10年,本科,15k-30k,"人工智能,医疗,绩效激励"
北京航空航天大学,北航网络信息中心,15-50人,未融资,海淀区,.net程序员,3-5年,本科,15k-25k,"自由,待遇面谈"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,资深Java开发工程师-MIUI,5-10年,本科,28k-40k,"重点业务,发展空间"
北京安易信科技有限公司,安易信,50-150人,上市公司,海淀区,算法工程师,不限,硕士,20k-40k,"福利多多,扁平化管理,年底多金,五险一金"
北京每日优鲜便利购电子商务有限公司,每日优鲜便利购,2000人以上,B轮,朝阳区,DBA工程师,3-5年,本科,15k-30k,"六险一金,绩效奖金,牛人团队,领导nic"
万物皆数科技（北京）有限公司,万物皆数,50-150人,未融资,朝阳区,C++服务器开发工程师,不限,本科,15k-20k,"年底双薪,五险一金,餐补交通补,氛围好"
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,西城区,高级测试开发工程师（北京金融技术部）,3-5年,本科,15k-25k,"上市公司,扁平管理,发展空间大,待遇优厚"
聚龙股份有限公司,聚龙股份,2000人以上,上市公司,海淀区,软件工程师（花园桥）,1-3年,本科,10k-15k,"五险一金,双休,补助,年假"
武汉银龄国际旅行社有限公司,逍遥自在游,150-500人,不需要融资,东城区,高级测试开发工程师,3-5年,硕士,45k-58k,独角兽潜质
北京云动数字媒体技术有限公司,会小二网,150-500人,B轮,朝阳区,技术架构,5-10年,本科,30k-60k,行业领先、知名VC、精英团队、期权奖励
北京多知科技有限公司,考虫网,150-500人,D轮及以上,东城区,高级Java研发工程师,3-5年,本科,20k-40k,"在线教育,D轮,发展空间"
北京点石经纬科技有限公司,新东方教育行业研究院,150-500人,B轮,海淀区,Android工程师,3-5年,大专,14k-24k,"机会多多,大牛多,平台好"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级安全研发工程师,3-5年,本科,15k-25k,薪酬福利好
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,前端工程师,1-3年,本科,15k-25k,"晋升完善,培训机制,萌妹子多"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,中高级java开发,3-5年,本科,18k-30k,"餐补,领导好,工时灵活,牛人多"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,高性能计算工程师,应届毕业生,本科,25k-40k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,算法工程师,不限,本科,20k-40k,"扁平化管理,不定期团建,六险一金"
轻易科技有限公司,轻易贷,2000人以上,上市公司,海淀区,中高级Devops运维开发工程师-北京-00085,5-10年,本科,15k-30k,"绩效奖金,弹性工作制,扁平化管理,上市公司"
北京点石经纬科技有限公司,新东方教育行业研究院,150-500人,B轮,海淀区,Android工程师,3-5年,大专,14k-24k,"机会多多,大牛多,平台好"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,中高级java开发,3-5年,本科,18k-30k,"餐补,领导好,工时灵活,牛人多"
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,西城区,高级测试开发工程师（北京金融技术部）,3-5年,本科,15k-25k,"上市公司,扁平管理,发展空间大,待遇优厚"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,云与人工智能运维研发工程师,3-5年,本科,15k-30k,百度云
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,前端工程师,1-3年,本科,15k-25k,"晋升完善,培训机制,萌妹子多"
同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,算法工程师,不限,硕士,12k-20k,"项目方向好,学习空间大,班车宿舍,免费早午餐"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,高性能计算工程师,应届毕业生,本科,25k-40k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,深度信息ETL架构师/工程师,3-5年,本科,30k-50k,晋升空间大
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,算法工程师,不限,本科,20k-40k,"扁平化管理,不定期团建,六险一金"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,高级测试开发工程师-机票事业部,3-5年,本科,15k-25k,年16薪，带薪年假、节假日福利、双休
轻易科技有限公司,轻易贷,2000人以上,上市公司,海淀区,中高级Devops运维开发工程师-北京-00085,5-10年,本科,15k-30k,"绩效奖金,弹性工作制,扁平化管理,上市公司"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,高级C++开发工程师(SDK),3-5年,本科,20k-35k,"领导好,发展空间,人工智能,2次调薪"
北京雄鹰教育科技股份有限公司,雄鹰教育,150-500人,上市公司,海淀区,后台开发工程师,1-3年,本科,20k-30k,"年终多薪,扁平管理"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,Golang 开发工程师,3-5年,本科,18k-28k,"弹性工时,一日三餐"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,算法工程师,3-5年,本科,20k-40k,"五险一金,年终奖金"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,算法工程师,3-5年,本科,20k-40k,"五险一金,年终奖金"
昆仑智汇数据科技（北京）有限公司,K2DATA,50-150人,B轮,海淀区,计算机视觉分析研发工程师,3-5年,本科,15k-30k,行业风头
凡普金科集团有限公司,凡普金科,2000人以上,不需要融资,东城区,模型分析师,3-5年,本科,15k-25k,六险一金 多次调薪
沪江教育科技（上海）股份有限公司,沪江,500-2000人,D轮及以上,海淀区,BJ-题库后端架构师 (MJ001118),5-10年,本科,25k-50k,行业第一 全面福利 技术大牛 弹性工作
北京中清龙图网络技术有限公司,龙图游戏,500-2000人,不需要融资,朝阳区,Java高级开发工程师-北京-04152,3-5年,本科,15k-25k,"近地铁,健身房,免费下午茶"
厦门美柚信息科技有限公司,美柚,500-2000人,D轮及以上,朝阳区,语音算法工程师,1-3年,本科,25k-50k,高薪
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,测试开发工程师,1-3年,本科,15k-22k,"六险一金,紧邻地铁,弹性工作"
北京猫盘技术有限公司,猫盘,15-50人,A轮,海淀区,C/C++开发工程师,3-5年,本科,15k-30k,"五险一金,带薪年假,大牛多,上升空间大"
洛客科技有限公司,洛客科技,150-500人,不需要融资,朝阳区,PHP高级开发工程师,3-5年,本科,13k-25k,"高薪酬,大咖帮,成长快,福利好"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,微信小程序开发工程师,1-3年,本科,18k-35k,平台广阔
衣川文化（北京）有限公司,衣川文化,150-500人,B轮,朝阳区,PHP开发工程师,3-5年,本科,15k-20k,"发展空间大,弹性工作,海外团建,大咖团队"
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,风控数据挖掘及机器学习研发工程师,3-5年,硕士,30k-60k,弹性工作制
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,数据科学专家,3-5年,本科,25k-50k,发展前景 阿里系
安投融（北京）网络科技有限公司,爱投资,150-500人,B轮,海淀区,高级风控经理,3-5年,本科,25k-40k,六险一金
浙江九州云信息科技有限公司,99cloud,50-150人,B轮,海淀区,OpenStack SDN开发工程师,不限,本科,18k-36k,"前沿技术,氛围好,发展空间大"
北京明略软件系统有限公司,明略数据,150-500人,C轮,海淀区,资深算法工程师,5-10年,本科,20k-35k,"算法工程师,深度学习,数据挖掘,开发"
北京瓴岳信息技术有限公司,洋钱罐,150-500人,不需要融资,朝阳区,数据挖掘,1-3年,本科,15k-30k,六险一金；十四薪；午餐晚餐；技术大牛
沪江教育科技（上海）股份有限公司,沪江,500-2000人,D轮及以上,海淀区,BJ-Java研发工程师 (MJ001135),3-5年,本科,20k-35k,"行业第一,技术大牛,弹性工作,全面福利"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,海淀区,【音视频技术负责人】,5-10年,本科,50k-60k,Geek、六险一金、16薪、弹性工作
卡车司机（北京）科技有限公司,卡车司机,15-50人,A轮,朝阳区,技术支持,3-5年,本科,11k-16k,"五险一金,带薪年假,零食,弹性工作"
北京比特智盈科技有限公司,比特智盈,15-50人,天使轮,东城区,数据库开发工程师,1-3年,大专,10k-20k,"区块链领域,技术大牛多,成长迅速,福利健全"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,高精地图API工程师,不限,本科,20k-40k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
